City,Cuisines, Average Rating City-Cuisine Pair , Total Votes for a City-Cuisine Pair ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Bakery, Desserts", 3.00 , 5.00 ,,
New Delhi,"Seafood, Mughlai, North Indian", 3.60 , 35.00 ,,
Chennai,"South Indian, Chettinad", 3.60 , 26.00 ,,
New Delhi,"European, Sushi, Italian", -   , -   ,,
Des Moines,"Italian, Pizza", -   , -   ,,
Nagpur,Cafe, -   , -   ,,
Nagpur,Cafe, -   , -   ,,
Nagpur,Cafe, -   , -   ,,
Nagpur,Cafe, -   , -   ,,
Rio de Janeiro,Italian, -   , 1.00 ,,
New Delhi,"Continental, Mediterranean, Italian, North Indian", -   , -   ,,
Kanpur,"North Indian, Chinese", -   , -   ,,
Kanpur,"North Indian, Chinese", -   , -   ,,
Sharjah,"Pakistani, Indian", -   , -   ,,
Pensacola,"Italian, Pizza, Sandwich", 2.40 , 29.00 ,,
Dubuque,Mexican, 2.20 , 64.00 ,,
Dubuque,Mexican, 2.20 , 64.00 ,,
Dubuque,Mexican, 2.20 , 64.00 ,,
New Delhi,"Naga, Chinese", 3.20 , 8.00 ,,
Cape Town,"Cafe, Bakery", -   , -   ,,
Colombo,"Cafe, Italian", -   , -   ,,
Aurangabad,"North Indian, Mughlai", 4.10 , 491.00 ,,
Gurgaon,"Bihari, Lucknowi, North Indian", -   , 3.00 ,,
Ankara,"Kebab, Izgara", -   , 3.00 ,,
Noida,"Fast Food, North Indian, Chinese", 2.70 , 33.00 ,,
Noida,"Fast Food, North Indian, Chinese", 2.70 , 33.00 ,,
Gurgaon,"Seafood, Mediterranean", 3.10 , 9.00 ,,
Noida,"Continental, Mexican, American, Fast Food, Italian, Chinese", 3.00 , 42.00 ,,
Ankara,Kebab, 3.20 , 30.00 ,,
Ankara,Kebab, 3.20 , 30.00 ,,
Mumbai,"American, Burger, Fast Food", 3.90 , 109.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
Hyderabad,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese", -   , 3.00 ,,
Wellington City,Asian, -   , -   ,,
Sioux City,"Japanese, Sushi", -   , -   ,,
Wellington City,"European, Cafe", -   , 1.00 ,,
Athens,"International, Southern", -   , 1.00 ,,
New Delhi,"Cafe, Fast Food, Pizza", -   , -   ,,
Boise,"American, Bar Food", -   , -   ,,
Boise,"American, Bar Food", -   , -   ,,
Kanpur,Chinese, -   , -   ,,
Rio de Janeiro,Burger, -   , -   ,,
Noida,"North Indian, Mughlai, Chinese, Fast Food", -   , 1.00 ,,
Gurgaon,Biryani, -   , -   ,,
Gurgaon,Biryani, -   , -   ,,
Gurgaon,Biryani, -   , -   ,,
Gurgaon,Biryani, -   , -   ,,
Gurgaon,Biryani, -   , -   ,,
Gurgaon,Biryani, -   , -   ,,
Gurgaon,Biryani, -   , -   ,,
Faridabad,Pizza, -   , -   ,,
Faridabad,Pizza, -   , -   ,,
Gurgaon,"Lebanese, Mediterranean, Middle Eastern, Arabian", -   , 1.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Chinese, South Indian", 3.70 , 334.00 ,,
New Delhi,"North Indian, Continental, Salad", 3.90 , 366.00 ,,
New Delhi,"Continental, American, Italian, North Indian, Chinese", 3.70 , 22.00 ,,
New Delhi,"North Indian, South Indian, Mithai", 3.50 , 13.00 ,,
New Delhi,"North Indian, Continental, Chinese, Fast Food", 4.20 , 316.00 ,,
Abu Dhabi,"Pakistani, Afghani, Indian, Hyderabadi", 3.40 , 67.00 ,,
Noida,"Fast Food, Cafe, Italian, North Indian, Chinese", 3.20 , 27.00 ,,
Ahmedabad,"Pizza, Italian, Beverages, Desserts", 3.40 , 96.00 ,,
New Delhi,"Street Food, North Indian, Chinese, Continental", 2.50 , 24.00 ,,
Faridabad,"North Indian, Chinese, Fast Food", 3.30 , 129.00 ,,
Faridabad,"North Indian, Chinese, Fast Food", 3.30 , 129.00 ,,
New Delhi,"Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American", 3.70 , 330.00 ,,
New Delhi,"Italian, North Indian, Chinese, Mughlai", -   , 3.00 ,,
New Delhi,"Italian, North Indian, Chinese, Mughlai", -   , 3.00 ,,
Gurgaon,"Mexican, Lebanese, Italian, Continental, Thai", 3.80 , 240.00 ,,
New Delhi,"Chinese, Fast Food, North Indian", 4.10 , 111.00 ,,
New Delhi,"Chinese, Fast Food, North Indian", 4.10 , 111.00 ,,
New Delhi,"Chinese, Fast Food, North Indian", 4.10 , 111.00 ,,
New Delhi,"Chinese, Fast Food, North Indian", 4.10 , 111.00 ,,
New Delhi,"Chinese, Fast Food, North Indian", 4.10 , 111.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
New Delhi,"Fast Food, Chinese", 2.50 , 4.00 ,,
Chennai,"Continental, Cafe, Italian, Desserts", -   , 2.00 ,,
New Delhi,"Mithai, South Indian, Street Food", -   , 1.00 ,,
London,"Ramen, Japanese", -   , 3.00 ,,
New Delhi,"Cafe, Chinese", -   , 1.00 ,,
New Delhi,"Cafe, Chinese", -   , 1.00 ,,
New Delhi,"Cafe, Chinese", -   , 1.00 ,,
Aurangabad,"North Indian, Chinese, Continental, Italian, Mexican", 2.70 , 10.00 ,,
Sandton,"Italian, Pizza", 3.00 , 7.00 ,,
London,"British, Contemporary", -   , -   ,,
New Delhi,"Turkish, Arabian, Moroccan, Lebanese", -   , -   ,,
Gurgaon,"Continental, Italian, North Indian, Mughlai", 2.60 , 192.00 ,,
New Delhi,"Cafe, European", 3.20 , 49.00 ,,
New Delhi,"Cafe, European", 3.20 , 49.00 ,,
New Delhi,"North Indian, Mughlai, Awadhi", 3.40 , 29.00 ,,
Gurgaon,"Japanese, Sushi", 3.10 , 21.00 ,,
Gurgaon,"Japanese, Sushi", 3.10 , 21.00 ,,
Gurgaon,"Japanese, Sushi", 3.10 , 21.00 ,,
New Delhi,"Mexican, Italian, North Indian, Continental, Asian", 3.50 , 24.00 ,,
New Delhi,"South Indian, Fast Food, Chinese", 3.90 , 40.00 ,,
Palm Cove,"Mediterranean, Seafood", -   , 2.00 ,,
New Delhi,"South Indian, Fast Food, Chinese", 3.90 , 40.00 ,,
Kochi,"European, Cafe", 3.20 , 20.00 ,,
Gurgaon,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese", 2.90 , 14.00 ,,
Pretoria,"Indian, Asian, Durban, International, Desserts", 3.50 , 79.00 ,,
Orlando,Pub Food, 3.30 , 29.00 ,,
London,"Indian, Curry", -   , 1.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,Street Food, 3.00 , 18.00 ,,
Noida,"Chinese, Thai", -   , 1.00 ,,
Noida,"Chinese, Thai", -   , 1.00 ,,
Guwahati,"Cafe, Continental", -   , -   ,,
Noida,"Chinese, Thai", -   , 1.00 ,,
New Delhi,Maharashtrian, 3.30 , 61.00 ,,
New Delhi,Maharashtrian, 3.30 , 61.00 ,,
New Delhi,Maharashtrian, 3.30 , 61.00 ,,
New Delhi,"Continental, Chinese, Thai", 3.10 , 5.00 ,,
New Delhi,"North Indian, European", 3.20 , 6.00 ,,
New Delhi,"North Indian, European", 3.20 , 6.00 ,,
New Delhi,"North Indian, European", 3.20 , 6.00 ,,
New Delhi,"North Indian, European", 3.20 , 6.00 ,,
Rest of Hawaii,"American, Hawaiian", 3.40 , 25.00 ,,
Orlando,"Spanish, Tapas", 3.20 , 32.00 ,,
New Delhi,"Healthy Food, Continental, Juices, Salad", 3.50 , 218.00 ,,
Columbus,"Seafood, Steak, Vegetarian", -   , -   ,,
Pensacola,"Sandwich, Seafood, Cajun", -   , 2.00 ,,
Doha,"Seafood, American", 2.90 , 12.00 ,,
New Delhi,"Healthy Food, Continental, Italian", -   , -   ,,
Jaipur,"North Indian, Continental, Chinese, Italian, Mexican", -   , 1.00 ,,
Gurgaon,"North Indian, Biryani", 4.00 , 76.00 ,,
Sí£o Paulo,"BBQ, Grill, Brazilian", 2.70 , 90.00 ,,
New Delhi,"North Indian, Kashmiri, Mughlai", 3.30 , 34.00 ,,
Vadodara,North Indian, 2.60 , 70.00 ,,
Gurgaon,Pizza, 3.40 , 190.00 ,,
Noida,"North Indian, Fast Food", 3.70 , 38.00 ,,
Noida,"North Indian, Fast Food", 3.70 , 38.00 ,,
Noida,"North Indian, Fast Food", 3.70 , 38.00 ,,
Noida,"North Indian, Fast Food", 3.70 , 38.00 ,,
Noida,"North Indian, Fast Food", 3.70 , 38.00 ,,
New Delhi,"Bengali, South Indian, North Indian, Mughlai", 3.40 , 33.00 ,,
New Delhi,"Tibetan, Nepalese", 2.60 , 11.00 ,,
Gurgaon,"South Indian, Biryani", 2.50 , 12.00 ,,
New Delhi,"Thai, Chinese, Japanese", 2.90 , 4.00 ,,
Amritsar,"North Indian, Street Food", 2.90 , 19.00 ,,
New Delhi,"Biryani, Mughlai", 2.80 , 10.00 ,,
New Delhi,"Biryani, Mughlai", 2.80 , 10.00 ,,
New Delhi,"Biryani, Mughlai", 2.80 , 10.00 ,,
New Delhi,"Biryani, Mughlai", 2.80 , 10.00 ,,
New Delhi,"Biryani, Mughlai", 2.80 , 10.00 ,,
New Delhi,"Biryani, Mughlai", 2.80 , 10.00 ,,
Orlando,"American, Sandwich, Salad", 3.20 , 7.00 ,,
New Delhi,"Chinese, Continental", 3.30 , 13.00 ,,
New Delhi,"Chinese, Continental", 3.30 , 13.00 ,,
Rest of Hawaii,"Japanese, Seafood, Sushi", 3.40 , 13.00 ,,
Mangalore,"Continental, American", 3.10 , 8.00 ,,
New Delhi,"North Indian, Mughlai, Nepalese, Tibetan, Korean", 3.20 , 27.00 ,,
Gainesville,BBQ, 3.50 , 367.00 ,,
Gainesville,BBQ, 3.50 , 367.00 ,,
Noida,"Continental, American, Italian, Mediterranean", 3.70 , 115.00 ,,
New Delhi,"Chinese, North Eastern", 3.60 , 18.00 ,,
New Delhi,"North Indian, South Indian, Mughlai", 3.60 , 56.00 ,,
New Delhi,"North Indian, South Indian, Mughlai", 3.60 , 56.00 ,,
Noida,"North Indian, Chinese, South Indian", 3.50 , 21.00 ,,
Gurgaon,"Arabian, Lebanese", -   , -   ,,
Singapore,"Cafe, Spanish, Turkish, Greek", -   , -   ,,
New Delhi,"American, Continental, Italian", -   , -   ,,
New Delhi,"Mediterranean, American, Asian", -   , 1.00 ,,
Pune,"North Indian, Chinese, Continental", -   , 3.00 ,,
Noida,"North Indian, Bengali", -   , -   ,,
Colombo,Chinese, -   , 1.00 ,,
Waterloo,"Sandwich, Sushi, Tapas", -   , -   ,,
Noida,"Street Food, Mithai", -   , -   ,,
New Delhi,"Continental, Tex-Mex", -   , -   ,,
Augusta,"American, Burger", -   , 3.00 ,,
Boise,American, -   , 1.00 ,,
Gurgaon,"Continental, American, Italian", -   , -   ,,
Noida,"Mithai, North Indian, Chinese", -   , -   ,,
Noida,"North Indian, Chinese, South Indian", 3.50 , 21.00 ,,
Noida,"North Indian, Chinese, South Indian", 3.50 , 21.00 ,,
Noida,"North Indian, Chinese, South Indian", 3.50 , 21.00 ,,
Noida,"North Indian, Chinese, South Indian", 3.50 , 21.00 ,,
Noida,"North Indian, Chinese, South Indian", 3.50 , 21.00 ,,
New Delhi,"North Indian, Hyderabadi, Kashmiri, Chinese", 2.80 , 31.00 ,,
New Delhi,"American, Italian, North Indian, Chinese, Lebanese", 3.00 , 7.00 ,,
Gurgaon,"Healthy Food, European, Continental, Salad", 3.00 , 4.00 ,,
Jaipur,"Italian, Continental, Mexican, Cafe, Bakery", 2.70 , 26.00 ,,
Gurgaon,"Healthy Food, Continental, North Indian, Salad", 3.10 , 30.00 ,,
New Delhi,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai", -   , 2.00 ,,
Cedar Rapids/Iowa City,Chinese, -   , -   ,,
Gurgaon,"Cafe, Italian, European, Bakery", -   , -   ,,
Kanpur,"Cafe, Italian", -   , 3.00 ,,
Dalton,"American, BBQ, Southern", -   , -   ,,
Dalton,"American, BBQ, Southern", -   , -   ,,
New Delhi,"Italian, Chinese, Fast Food, North Indian", -   , 3.00 ,,
New Delhi,"North Indian, Chinese, South Indian, Italian", -   , 1.00 ,,
Noida,"Continental, North Indian", -   , 1.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian", 2.30 , 15.00 ,,
New Delhi,"North Indian, Fast Food, Italian, Chinese, Cafe", -   , 1.00 ,,
New Delhi,"Lebanese, Arabian", -   , 1.00 ,,
Waterloo,Mexican, 3.00 , 4.00 ,,
Waterloo,Mexican, 3.00 , 4.00 ,,
Mysore,"North Indian, Chinese, South Indian", 2.90 , 4.00 ,,
Gurgaon,"North Indian, Rajasthani", 3.00 , 4.00 ,,
New Delhi,"Bakery, Desserts, Healthy Food", 2.80 , 7.00 ,,
Gurgaon,"American, Seafood, Italian, Japanese, Thai", 2.80 , 9.00 ,,
Gurgaon,"South Indian, Chinese", 2.80 , 8.00 ,,
Gurgaon,"South Indian, Chinese", 2.80 , 8.00 ,,
New Delhi,"Chinese, Cafe", -   , 2.00 ,,
ÛÁstanbul,Cafe, -   , -   ,,
ÛÁstanbul,Cafe, -   , -   ,,
New Delhi,"South Indian, North Indian, Chinese, Mughlai", -   , -   ,,
Aurangabad,"Italian, Continental, Chinese, North Indian", -   , 2.00 ,,
Nashik,Fast Food, -   , -   ,,
Noida,"Italian, Lebanese, North Indian", -   , 2.00 ,,
Gurgaon,"Street Food, North Indian", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
Gurgaon,"Bakery, Desserts", -   , 1.00 ,,
New Delhi,"Asian, North Indian", 3.00 , 43.00 ,,
New Delhi,"Asian, North Indian", 3.00 , 43.00 ,,
Dubuque,"American, BBQ, Seafood", 3.20 , 48.00 ,,
Varanasi,"North Indian, Cafe", 3.50 , 14.00 ,,
Dalton,"Mexican, Tex-Mex", 3.60 , 328.00 ,,
Gurgaon,"Awadhi, North Indian, Mughlai", -   , -   ,,
Jakarta,"Sunda, Indonesian", -   , -   ,,
New Delhi,"North Indian, Lucknowi", -   , 2.00 ,,
Faridabad,"Mithai, North Indian", -   , -   ,,
Albany,"Steak, Tapas, Bar Food", -   , 2.00 ,,
New Delhi,"South Indian, Chettinad", -   , 1.00 ,,
Savannah,"Breakfast, Vegetarian", -   , 1.00 ,,
Singapore,"Singaporean, Australian, German", -   , 1.00 ,,
New Delhi,"Cafe, Chinese, Italian", -   , 1.00 ,,
New Delhi,"Cafe, Chinese, Italian", -   , 1.00 ,,
New Delhi,"Cafe, Chinese, Italian", -   , 1.00 ,,
New Delhi,"Cafe, Chinese, Italian", -   , 1.00 ,,
New Delhi,"Continental, North Indian, Chinese, Cafe", 3.50 , 45.00 ,,
New Delhi,"Pizza, Fast Food, Chinese", -   , -   ,,
Pretoria,African, -   , -   ,,
New Delhi,"Continental, North Indian, Chinese, Cafe", 3.50 , 45.00 ,,
Noida,"North Indian, Italian, Chinese", 2.50 , 106.00 ,,
Noida,"Japanese, Sushi", 2.50 , 357.00 ,,
New Delhi,"Desserts, Mithai", 2.50 , 103.00 ,,
New Delhi,"North Indian, Lebanese, European, Mexican", 2.80 , 30.00 ,,
Dalton,"Italian, Pizza", 2.60 , 521.00 ,,
New Delhi,"Chinese, Thai, Tibetan, Japanese", 3.20 , 76.00 ,,
New Delhi,"North Indian, South Indian, Bihari", 3.30 , 19.00 ,,
Brasí_lia,International, 2.60 , 19.00 ,,
Gurgaon,"Chinese, Fast Food", 2.60 , 89.00 ,,
Gurgaon,"Chinese, Fast Food", 2.60 , 89.00 ,,
Gurgaon,"Chinese, Fast Food", 2.60 , 89.00 ,,
Gurgaon,"Chinese, Fast Food", 2.60 , 89.00 ,,
Gurgaon,"Chinese, Fast Food", 2.60 , 89.00 ,,
New Delhi,"Cafe, Italian, Continental, Mexican, Mediterranean", 3.00 , 203.00 ,,
Noida,"Italian, Pizza", 3.40 , 286.00 ,,
Noida,"Italian, Pizza", 3.40 , 286.00 ,,
New Delhi,"North Indian, Mughlai, South Indian", 3.50 , 326.00 ,,
Athens,"Mexican, Spanish", 3.60 , 40.00 ,,
Bhopal,Cafe, 3.90 , 515.00 ,,
New Delhi,"Asian, Japanese, Korean, Thai, Chinese", 3.60 , 235.00 ,,
Gurgaon,"Japanese, Tibetan, Vietnamese, Korean", 3.70 , 833.00 ,,
Bhubaneshwar,"North Indian, Rajasthani", 3.80 , 477.00 ,,
Guwahati,"Asian, Chinese, Tibetan", 3.50 , 196.00 ,,
New Delhi,"North Indian, Fast Food, Chinese", 3.80 , 402.00 ,,
New Delhi,"North Indian, Fast Food, Chinese", 3.80 , 402.00 ,,
New Delhi,"North Indian, Fast Food, Chinese", 3.80 , 402.00 ,,
New Delhi,"North Indian, Fast Food, Chinese", 3.80 , 402.00 ,,
New Delhi,"North Indian, Fast Food, Chinese", 3.80 , 402.00 ,,
New Delhi,"North Indian, Fast Food, Chinese", 3.80 , 402.00 ,,
Pocatello,"Italian, Pizza, Sandwich", 3.90 , 320.00 ,,
Sí£o Paulo,Italian, 3.70 , 302.00 ,,
Gurgaon,"Italian, European", 3.90 , 250.00 ,,
Des Moines,"Japanese, Sushi", 3.50 , 214.00 ,,
Dehradun,Cafe, 3.60 , 332.00 ,,
Dehradun,Cafe, 3.60 , 332.00 ,,
Dehradun,Cafe, 3.60 , 332.00 ,,
Secunderabad,"Cafe, Continental", 3.60 , 324.00 ,,
Ranchi,Chinese, 2.30 , 31.00 ,,
Des Moines,"American, BBQ", 2.10 , 74.00 ,,
Ahmedabad,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich", 2.40 , 103.00 ,,
New Delhi,"Italian, Continental, European, Cafe", 2.80 , 18.00 ,,
Pocatello,"American, Seafood, Steak", 3.60 , 165.00 ,,
Noida,"Italian, Chinese", -   , -   ,,
Noida,"Italian, Chinese", -   , -   ,,
Gurgaon,"Portuguese, African, Lebanese", 3.60 , 103.00 ,,
Faridabad,"Raw Meats, North Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Bakery, Italian", -   , 3.00 ,,
Faridabad,"Mithai, South Indian, Chinese, Street Food", -   , 2.00 ,,
New Delhi,"Continental, North Indian, Chinese, Mughlai, Asian", -   , -   ,,
New Delhi,"Continental, North Indian, Chinese, Mughlai, Asian", -   , -   ,,
Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe", 2.60 , 17.00 ,,
Noida,Mughlai, 3.00 , 5.00 ,,
Gurgaon,"Burger, Fast Food, Chinese", -   , 3.00 ,,
Gurgaon,"Burger, Fast Food, Chinese", -   , 3.00 ,,
Noida,Mughlai, 3.00 , 5.00 ,,
Faridabad,"South Indian, Chinese, North Indian", 3.00 , 10.00 ,,
New Delhi,"Continental, Chinese, North Indian, Healthy Food", 2.50 , 17.00 ,,
Macon,"American, Greek, Seafood", -   , -   ,,
Ahmedabad,"Cafe, Italian", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Mughlai, North Indian, Chinese", -   , -   ,,
New Delhi,"Chinese, Japanese, Thai", 3.40 , 79.00 ,,
New Delhi,"Chinese, Japanese, Thai", 3.40 , 79.00 ,,
New Delhi,"Chinese, Japanese, Thai", 3.40 , 79.00 ,,
Pocatello,"Asian, Thai", 3.10 , 8.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese, Seafood", 3.00 , 5.00 ,,
New Delhi,"North Indian, Italian, Chinese", 3.10 , 12.00 ,,
New Delhi,"North Indian, Italian, Chinese", 3.10 , 12.00 ,,
New Delhi,"North Indian, Italian, Chinese", 3.10 , 12.00 ,,
New Delhi,"North Indian, Italian, Chinese", 3.10 , 12.00 ,,
Cape Town,"Seafood, Japanese, Sushi", 3.60 , 19.00 ,,
Lucknow,"Italian, American, Lebanese", 3.50 , 23.00 ,,
Kanpur,"North Indian, Mexican, Italian", 3.50 , 57.00 ,,
Gurgaon,"Continental, North Indian, European, Finger Food", -   , 2.00 ,,
Davenport,"Indian, Mediterranean, Middle Eastern", -   , 1.00 ,,
New Delhi,"North Indian, Fast Food, Mughlai", -   , 1.00 ,,
New Delhi,"North Indian, Fast Food, Mughlai", -   , 1.00 ,,
New Delhi,"North Indian, Fast Food, Mughlai", -   , 1.00 ,,
New Delhi,"Thai, Chinese, Asian, Malaysian", -   , -   ,,
New Delhi,"Continental, American, Italian", -   , -   ,,
New Delhi,"Continental, American, Italian", -   , -   ,,
New Delhi,"Bengali, Chinese", 3.10 , 14.00 ,,
Boise,Breakfast, 2.90 , 43.00 ,,
Macon,"American, Chinese, Sushi", 3.20 , 15.00 ,,
Vizag,"Andhra, North Indian, Chinese, Seafood, Biryani", 3.50 , 85.00 ,,
Agra,"Cafe, Italian, Mexican, North Indian, Continental", 3.20 , 46.00 ,,
Mysore,"North Indian, Chinese, Italian", 3.00 , 12.00 ,,
New Delhi,"Hyderabadi, North Indian", 3.40 , 37.00 ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai", 3.50 , 144.00 ,,
Noida,"Cafe, Desserts", 3.70 , 31.00 ,,
Rio de Janeiro,Brazilian, -   , -   ,,
Rio de Janeiro,Brazilian, -   , -   ,,
Rio de Janeiro,Brazilian, -   , -   ,,
Rio de Janeiro,Brazilian, -   , -   ,,
Gurgaon,"Italian, Pizza, Lebanese", 3.90 , 140.00 ,,
Mumbai,"Fast Food, Beverages, Desserts", -   , 3.00 ,,
Ahmedabad,"Continental, Chinese, North Indian", -   , 3.00 ,,
Goa,"Goan, Seafood, Chinese", 3.70 , 131.00 ,,
Albany,Mexican, 3.00 , 4.00 ,,
San Juan City,Filipino, 3.10 , 5.00 ,,
Gurgaon,"North Indian, Mughlai, South Indian", 3.70 , 49.00 ,,
Gurgaon,"North Indian, Continental, Italian", -   , -   ,,
ÛÁstanbul,"Italian, World Cuisine", -   , 1.00 ,,
Augusta,"International, Tapas, Vegetarian", 3.00 , 8.00 ,,
Jaipur,"Cafe, Italian, Continental", 3.20 , 15.00 ,,
New Delhi,"Chinese, North Indian, Italian, Continental, Fast Food", -   , 1.00 ,,
New Delhi,"Finger Food, European, North Indian", -   , 2.00 ,,
Abu Dhabi,"Thai, Japanese, Chinese, Indonesian, Vietnamese", 2.80 , 28.00 ,,
Colombo,"American, Steak", 3.10 , 4.00 ,,
New Delhi,"European, Italian, Cafe", 2.60 , 37.00 ,,
New Delhi,"Asian, Chinese, Thai, Vietnamese", 2.50 , 20.00 ,,
New Delhi,"Fast Food, North Indian, Chinese", 3.00 , 5.00 ,,
New Delhi,"Fast Food, North Indian, Chinese", 3.00 , 5.00 ,,
New Delhi,"Fast Food, North Indian, Chinese", 3.00 , 5.00 ,,
