City,Cuisines, Average Rating City-Cuisine Pair , Total Votes for a City-Cuisine Pair ,,
New Delhi,"Fast Food, North Indian, Chinese", 3.00 , 5.00 ,,
Rest of Hawaii,"Hawaiian, Seafood, Steak", 3.00 , 6.00 ,,
Rest of Hawaii,"Hawaiian, Seafood, Steak", 3.00 , 6.00 ,,
Rest of Hawaii,"Hawaiian, Seafood, Steak", 3.00 , 6.00 ,,
Abu Dhabi,"American, Desserts", 3.40 , 23.00 ,,
Coimbatore,"South Indian, Biryani", 2.90 , 8.00 ,,
Patna,"North Indian, Chinese, Continental, Italian", 3.10 , 6.00 ,,
New Delhi,"Spanish, Italian", 3.80 , 113.00 ,,
Vadodara,Gujarati, 3.60 , 111.00 ,,
New Delhi,"Italian, French", 3.70 , 68.00 ,,
New Delhi,"North Indian, Italian", 3.50 , 27.00 ,,
New Delhi,"North Indian, Italian", 3.50 , 27.00 ,,
Faridabad,"Cafe, American, Mexican, Italian, Thai", 3.80 , 34.00 ,,
Boise,Brazilian, 3.70 , 80.00 ,,
Faridabad,"Fast Food, Pizza", 3.90 , 66.00 ,,
Noida,"Fast Food, North Indian, South Indian", -   , -   ,,
Pensacola,"European, International, Tapas", -   , 2.00 ,,
New Delhi,"American, Finger Food", -   , 3.00 ,,
Cape Town,Cafe, -   , -   ,,
Vizag,"American, North Indian, Thai, Continental", 4.30 ," 1,005.00 ",,
Mangalore,Continental, 4.30 , 96.00 ,,
Gurgaon,Lebanese, 4.10 , 632.00 ,,
Gurgaon,Lebanese, 4.10 , 632.00 ,,
Gurgaon,Lebanese, 4.10 , 632.00 ,,
Boise,"Breakfast, Sandwich", -   , -   ,,
Gurgaon,Raw Meats, -   , -   ,,
Chennai,"Cafe, European", -   , -   ,,
Goa,"Continental, Goan, Seafood, North Indian", 3.40 , 69.00 ,,
Mysore,"North Indian, Andhra, Mughlai", 3.00 , 7.00 ,,
Bhubaneshwar,"Asian, Continental", 3.00 , 4.00 ,,
Noida,"Fast Food, Chinese", 3.30 , 10.00 ,,
Noida,"Fast Food, Chinese", 3.30 , 10.00 ,,
Noida,"Fast Food, Chinese", 3.30 , 10.00 ,,
Noida,"Fast Food, Chinese", 3.30 , 10.00 ,,
Gurgaon,"Bakery, Chinese, North Indian", 3.10 , 16.00 ,,
Ahmedabad,"Fast Food, Street Food, South Indian", 3.10 , 9.00 ,,
Gurgaon,"Fast Food, Chinese, Bengali", 2.90 , 22.00 ,,
Bangalore,"Continental, American", 2.50 , 27.00 ,,
New Delhi,"North Indian, South Indian, Fast Food", 3.20 , 5.00 ,,
New Delhi,"North Indian, South Indian, Fast Food", 3.20 , 5.00 ,,
New Delhi,"North Indian, South Indian, Fast Food", 3.20 , 5.00 ,,
New Delhi,"North Indian, South Indian, Fast Food", 3.20 , 5.00 ,,
New Delhi,"Chinese, Italian, Continental, North Indian", 3.40 , 21.00 ,,
Cape Town,"Cafe, Burger", 3.00 , 6.00 ,,
Brasí_lia,Brazilian, 2.80 , 10.00 ,,
New Delhi,"Chinese, North Indian, Fast Food, Italian", 3.60 , 43.00 ,,
New Delhi,Japanese, 3.70 , 27.00 ,,
New Delhi,Japanese, 3.70 , 27.00 ,,
New Delhi,Japanese, 3.70 , 27.00 ,,
Ankara,"Kebab, Turkish Pizza, Dí_ner", -   , 3.00 ,,
New Delhi,"Continental, North Indian, Mughlai, Chinese", -   , -   ,,
Pretoria,"European, South African, Steak", -   , 1.00 ,,
Sioux City,"Asian, Vegetarian, Vietnamese", -   , -   ,,
Inner City,"European, Contemporary", -   , 3.00 ,,
Pretoria,"Cafe, Italian, Pizza, European, Bakery, Deli", -   , -   ,,
Gurgaon,"South Indian, Street Food", -   , -   ,,
Noida,"Cafe, Continental, Fast Food, Italian", 2.40 , 52.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
New Delhi,"North Indian, Chinese, Continental, Italian", 2.40 , 5.00 ,,
Gurgaon,"Chinese, Tibetan", 3.00 , 7.00 ,,
New Delhi,"North Indian, Afghani, Mughlai", 2.80 , 8.00 ,,
Cape Town,"Seafood, Asian, Grill, Sushi", 3.70 , 47.00 ,,
New Delhi,"American, North Indian, European, Asian", 3.80 , 40.00 ,,
Faridabad,"Italian, North Indian", -   , -   ,,
Indore,"Cafe, Lebanese, Italian", -   , 3.00 ,,
Allahabad,Fast Food, -   , 1.00 ,,
Pocatello,"Coffee and Tea, Sandwich", -   , -   ,,
Rio de Janeiro,"Desserts, Cafe", -   , -   ,,
Manchester,"Steak, Seafood, Grill", -   , -   ,,
Rest of Hawaii,Breakfast, -   , -   ,,
Kochi,"Chinese, Thai, North Indian, South Indian", -   , -   ,,
Bhopal,"North Indian, Chinese", -   , -   ,,
Bhopal,"North Indian, Chinese", -   , -   ,,
Athens,"Breakfast, Sandwich", 3.30 , 49.00 ,,
New Delhi,"Ice Cream, Fast Food, Beverages", 3.30 , 11.00 ,,
New Delhi,"Ice Cream, Fast Food, Beverages", 3.30 , 11.00 ,,
ÛÁstanbul,"Restaurant Cafe, Desserts", 2.90 , 4.00 ,,
Agra,"North Indian, Chinese, Continental, Mughlai", -   , 1.00 ,,
New Delhi,"South Indian, North Indian, Street Food, Chinese, Mithai", -   , -   ,,
New Delhi,"Cafe, Italian", -   , -   ,,
New Delhi,"Cafe, Italian", -   , -   ,,
New Delhi,"Cafe, Italian", -   , -   ,,
New Delhi,"Cafe, Italian", -   , -   ,,
New Delhi,"Cafe, Italian", -   , -   ,,
Noida,"Beverages, Fast Food", -   , 3.00 ,,
Noida,"Beverages, Fast Food", -   , 3.00 ,,
New Delhi,"North Indian, Mughlai, Fast Food", 2.80 , 5.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
New Delhi,"North Indian, Fast Food", 2.90 , 4.00 ,,
Valdosta,"Burger, Bar Food, Vegetarian", 3.10 , 29.00 ,,
Doha,Thai, 3.70 , 142.00 ,,
Sandton,Steak, 3.60 , 33.00 ,,
New Delhi,"European, Asian, North Indian, Italian, Continental, Pizza", 3.60 , 49.00 ,,
Athens,Southern, -   , -   ,,
New Delhi,"Awadhi, Mughlai, North Indian", -   , -   ,,
New Delhi,"South Indian, Fast Food", -   , -   ,,
New Delhi,"South Indian, Fast Food", -   , -   ,,
New Delhi,"South Indian, Fast Food", -   , -   ,,
New Delhi,"South Indian, Fast Food", -   , -   ,,
New Delhi,"South Indian, Fast Food", -   , -   ,,
Noida,Beverages, -   , 2.00 ,,
Noida,Beverages, -   , 2.00 ,,
Dubuque,"American, Burger, Pizza, Cafe", -   , 1.00 ,,
New Delhi,"Chinese, Thai, Continental, Fast Food, North Indian", -   , -   ,,
Mangalore,"American, Italian", -   , 1.00 ,,
New Delhi,Juices, -   , -   ,,
New Delhi,Juices, -   , -   ,,
New Delhi,Juices, -   , -   ,,
Ahmedabad,"Pizza, Italian", -   , -   ,,
Doha,Italian, 3.20 , 65.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Mughlai", -   , 2.00 ,,
Forrest,"Cafe, Australian", 3.80 , 200.00 ,,
New Delhi,"Continental, Cafe", 3.50 , 123.00 ,,
Noida,"North Indian, Street Food", -   , -   ,,
Noida,"North Indian, Street Food", -   , -   ,,
New Delhi,"Cafe, Continental, North Indian, Chinese, Mexican", -   , 2.00 ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
New Delhi,Italian, -   , -   ,,
Winchester Bay,"Burger, Seafood, Steak", 2.50 , 7.00 ,,
Mangalore,"Chinese, Mangalorean", -   , -   ,,
New Delhi,"Hyderabadi, Fast Food", -   , -   ,,
New Delhi,"North Indian, Fast Food, Chinese, Continental", 3.30 , 15.00 ,,
New Delhi,"Finger Food, Italian, Middle Eastern", 3.10 , 29.00 ,,
New Delhi,"Cafe, North Indian, Chinese, South Indian", 2.70 , 15.00 ,,
Tagaytay City,Filipino, -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
New Delhi,"Bakery, Fast Food", -   , -   ,,
Singapore,"Chinese, Seafood, Cantonese, Dim Sum", 2.40 , 49.00 ,,
Gurgaon,"Lebanese, North Indian", 2.60 , 4.00 ,,
New Delhi,"Fast Food, Italian, Beverages", 2.60 , 11.00 ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Guwahati,"Chinese, Thai, Japanese, Asian", -   , -   ,,
Athens,"Asian, Japanese, Sushi", -   , -   ,,
Pretoria,"Street Food, Burger, American, Finger Food, German", -   , 2.00 ,,
Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"Healthy Food, Beverages", -   , -   ,,
New Delhi,"North Indian, Mughlai, Biryani", -   , -   ,,
New Delhi,"North Indian, Mughlai, Biryani", -   , -   ,,
Noida,"North Indian, Seafood, Bengali", -   , -   ,,
Noida,"North Indian, Chinese, Fast Food", -   , -   ,,
Amritsar,"Fast Food, Italian", 2.90 , 6.00 ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food, Mithai", -   , -   ,,
Valdosta,Italian, -   , -   ,,
New Delhi,"Chinese, Fast Food, Pizza", -   , -   ,,
Gurgaon,"Mexican, American, Healthy Food", 2.90 , 4.00 ,,
Gurgaon,"Chinese, Thai, North Indian, Japanese", 3.40 , 20.00 ,,
Dehradun,North Indian, 3.30 , 12.00 ,,
Noida,Continental, 3.10 , 10.00 ,,
Noida,Continental, 3.10 , 10.00 ,,
New Delhi,"Pizza, Italian", 3.00 , 5.00 ,,
New Delhi,"Pizza, Italian", 3.00 , 5.00 ,,
New Delhi,"Pizza, Italian", 3.00 , 5.00 ,,
New Delhi,"Pizza, Italian", 3.00 , 5.00 ,,
New Delhi,"Continental, Italian, American", 2.90 , 4.00 ,,
Singapore,"Western, Fusion, Fast Food", 3.40 , 21.00 ,,
Nashik,"North Indian, Chinese, Fast Food", 3.20 , 12.00 ,,
Gurgaon,"Chinese, Thai, Japanese, Tibetan", 3.10 , 8.00 ,,
New Delhi,"Continental, North Indian", 3.10 , 6.00 ,,
New Delhi,"Continental, North Indian", 3.10 , 6.00 ,,
New Delhi,"Continental, North Indian", 3.10 , 6.00 ,,
New Delhi,"Continental, North Indian", 3.10 , 6.00 ,,
Surat,"Italian, Continental, Chinese, Mexican", 3.50 , 42.00 ,,
New Delhi,Asian, -   , 1.00 ,,
New Delhi,Asian, -   , 1.00 ,,
New Delhi,Asian, -   , 1.00 ,,
Aurangabad,"Continental, Chinese, Biryani, North Indian", -   , 1.00 ,,
New Delhi,"Lucknowi, Mughlai", -   , 2.00 ,,
Agra,"North Indian, European", -   , -   ,,
Kolkata,"Cafe, Chinese, Continental", -   , -   ,,
Noida,"North Indian, South Indian, Bakery, Beverages", -   , -   ,,
Gurgaon,"North Indian, South Indian", -   , 1.00 ,,
Gurgaon,"North Indian, South Indian", -   , 1.00 ,,
Gurgaon,"North Indian, South Indian", -   , 1.00 ,,
Gurgaon,"North Indian, South Indian", -   , 1.00 ,,
Gurgaon,"North Indian, South Indian", -   , 1.00 ,,
Middleton Beach,"Bar Food, Modern Australian", -   , -   ,,
Puducherry,Desserts, -   , 2.00 ,,
Puducherry,Desserts, -   , 2.00 ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Gurgaon,"North Indian, Chinese, Continental", -   , -   ,,
Coimbatore,"North Indian, Continental", -   , 1.00 ,,
Ojo Caliente,"American, International, Southwestern", -   , 3.00 ,,
New Delhi,"Chinese, North Indian, Fast Food", -   , 1.00 ,,
New Delhi,"Chinese, North Indian, Fast Food", -   , 1.00 ,,
New Delhi,"Chinese, North Indian, Fast Food", -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
Gurgaon,Chinese, -   , 1.00 ,,
New Delhi,Asian, -   , 1.00 ,,
New Delhi,Asian, -   , 1.00 ,,
New Delhi,Asian, -   , 1.00 ,,
Goa,"Goan, North Indian, Chinese", 3.10 , 147.00 ,,
Chennai,"European, Cafe, Italian", 2.60 , 75.00 ,,
Aurangabad,"Mughlai, Biryani", 2.60 , 76.00 ,,
Bhubaneshwar,"Cafe, Italian, Mexican, Bakery", 2.70 , 15.00 ,,
New Delhi,"Cafe, Continental, Italian, Fast Food", -   , 1.00 ,,
Gurgaon,"Fast Food, Italian, Pizza", 2.80 , 102.00 ,,
Abu Dhabi,"Indian, North Indian", 3.10 , 372.00 ,,
New Delhi,"Mithai, Chinese", 3.40 , 11.00 ,,
New Delhi,"Mithai, Chinese", 3.40 , 11.00 ,,
New Delhi,"Mithai, Chinese", 3.40 , 11.00 ,,
Auckland,"Cafe, American", -   , -   ,,
New Delhi,"Chinese, Italian", -   , -   ,,
Noida,"Cafe, Italian, Chinese", -   , 1.00 ,,
Puducherry,"North Indian, Seafood, South Indian, Italian", -   , 1.00 ,,
New Delhi,"North Indian, Chinese, Tibetan", -   , -   ,,
New Delhi,"North Eastern, North Indian", 2.00 , 161.00 ,,
New Delhi,"North Indian, Chinese, Fast Food, South Indian", 2.00 , 230.00 ,,
Birmingham,Contemporary, 4.00 , 395.00 ,,
Gainesville,Seafood, 2.60 , 34.00 ,,
Mangalore,"Seafood, North Indian", -   , 1.00 ,,
Gurgaon,"North Indian, Continental, Chinese, Japanese, Italian, Thai", -   , 3.00 ,,
Vizag,Fast Food, -   , -   ,,
Jaipur,"Cafe, Italian, Japanese, Continental", -   , 1.00 ,,
New Delhi,"Italian, French, European, Cafe", 4.20 , 843.00 ,,
New Delhi,Bihari, 3.50 , 42.00 ,,
New Delhi,Bihari, 3.50 , 42.00 ,,
Pensacola,"American, Seafood, Sushi", 3.50 , 32.00 ,,
New Delhi,"Continental, North Indian, Chinese, Mediterranean", 3.40 , 16.00 ,,
Rio de Janeiro,"Juices, Healthy Food", 3.60 , 99.00 ,,
Rio de Janeiro,"Brazilian, Seafood", 3.70 , 43.00 ,,
Mangalore,"Cafe, Continental", 3.60 , 107.00 ,,
New Delhi,"European, American", 3.60 , 75.00 ,,
New Delhi,"North Indian, Continental, Asian, Italian", 3.50 , 151.00 ,,
Valdosta,"Greek, Italian", 3.40 , 61.00 ,,
Edinburgh,"British, Scottish, Seafood", 3.10 , 64.00 ,,
New Delhi,"Italian, Fast Food, South Indian", 3.50 , 45.00 ,,
New Delhi,"South Indian, Street Food, Chinese", 3.80 , 173.00 ,,
New Delhi,"Chinese, North Indian, Mughlai", 3.80 , 513.00 ,,
New Delhi,"Chinese, North Indian, Mughlai", 3.80 , 513.00 ,,
New Delhi,"Chinese, North Indian, Mughlai", 3.80 , 513.00 ,,
New Delhi,"Italian, Continental, Fast Food, North Indian", 3.80 , 199.00 ,,
Wellington City,European, 3.60 , 97.00 ,,
New Delhi,"Chinese, Seafood, Asian", 3.60 , 275.00 ,,
Goa,"Goan, Seafood, North Indian", 4.20 , 656.00 ,,
Dehradun,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food", 3.80 , 189.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Gurgaon,Bakery, 3.80 , 192.00 ,,
Aurangabad,"North Indian, Hyderabadi", 3.70 , 116.00 ,,
Brasí_lia,Arabian, 3.10 , 26.00 ,,
Cedar Rapids/Iowa City,"American, BBQ, Burger", 3.50 , 112.00 ,,
New Delhi,"Fast Food, Italian, Pizza", 3.30 , 20.00 ,,
New Delhi,"Fast Food, Italian, Pizza", 3.30 , 20.00 ,,
Singapore,"Singaporean, Chinese, Seafood, Malay, Indian", 3.40 , 13.00 ,,
New Delhi,"Fast Food, Raw Meats", 3.70 , 92.00 ,,
Bhopal,"Fast Food, Mexican, Tex-Mex", 3.60 , 95.00 ,,
New Delhi,"Street Food, Fast Food, Beverages", 3.40 , 62.00 ,,
New Delhi,Gujarati, 3.50 , 67.00 ,,
Tampa Bay,"American, Seafood, Steak", 4.40 , 494.00 ,,
Gurgaon,"North Indian, Rajasthani, Asian", 4.60 ," 1,408.00 ",,
New Delhi,"Turkish, Mediterranean, Middle Eastern", 3.80 , 201.00 ,,
Gurgaon,"Bakery, Desserts, North Indian, Bengali, South Indian", 3.90 , 226.00 ,,
Noida,"North Indian, Mughlai, Chinese, Raw Meats", 4.10 , 70.00 ,,
New Delhi,"Chinese, North Indian, Street Food", 3.90 , 191.00 ,,
New Delhi,"Chinese, North Indian, Street Food", 3.90 , 191.00 ,,
Gurgaon,Goan, 4.00 , 223.00 ,,
New Delhi,"Ice Cream, Mithai, North Indian, Street Food", 4.30 , 479.00 ,,
Gurgaon,"Finger Food, North Indian, Italian, European, Continental", 4.10 , 164.00 ,,
New Delhi,"American, Italian, North Indian, European, Thai", 4.20 , 319.00 ,,
Gurgaon,"North Indian, American, Asian, Biryani", 3.90 , 153.00 ,,
Faridabad,Ice Cream, 3.90 , 28.00 ,,
Dalton,Mexican, 4.10 , 204.00 ,,
Dalton,Mexican, 4.10 , 204.00 ,,
Noida,"Mughlai, Continental, Chinese", 3.60 , 87.00 ,,
Bhopal,Fast Food, 3.60 , 66.00 ,,
Bhopal,Fast Food, 3.60 , 66.00 ,,
Dubai,"Mediterranean, Italian, Thai, European", 4.50 , 344.00 ,,
Gurgaon,"North Indian, Chinese, Street Food, Fast Food", 3.80 , 130.00 ,,
Jakarta,"Desserts, Bakery, Western", 3.80 , 71.00 ,,
New Delhi,"Ice Cream, Desserts, Beverages", 3.90 , 145.00 ,,
Wellington City,Cafe, 4.00 , 93.00 ,,
Wellington City,Cafe, 4.00 , 93.00 ,,
Wellington City,Cafe, 4.00 , 93.00 ,,
Athens,Bar Food, 3.80 , 149.00 ,,
Puducherry,Continental, 3.50 , 82.00 ,,
Fernley,Mexican, 4.60 , 321.00 ,,
New Delhi,"Chinese, Continental, Italian, North Indian", 3.50 , 96.00 ,,
